"zip","state","city","longitude","latitude","timezone","dst"
210,"NH","Portsmouth",-71.01,43.01,-5,1
211,"NH","Portsmouth",-71.01,43.01,-5,1
212,"NH","Portsmouth",-71.01,43.01,-5,1
213,"NH","Portsmouth",-71.01,43.01,-5,1
214,"NH","Portsmouth",-71.01,43.01,-5,1
215,"NH","Portsmouth",-71.01,43.01,-5,1
501,"NY","Holtsville",-72.64,40.92,-5,1
544,"NY","Holtsville",-72.64,40.92,-5,1
601,"PR","Adjuntas",-66.75,18.18,-4,0
602,"PR","Aguada",-67.18,18.36,-4,0
603,"PR","Aguadilla",-67.13,18.45,-4,0
604,"PR","Aguadilla",-67.14,18.5,-4,0
605,"PR","Aguadilla",-67.14,18.47,-4,0
606,"PR","Maricao",-66.96,18.18,-4,0
607,"PR","Aguas Buenas",-66.1,18.26,-4,0
609,"PR","Aibonito",-66.27,18.14,-4,0
610,"PR","Anasco",-67.14,18.29,-4,0
611,"PR","Angeles",-66.8,18.28,-4,0
612,"PR","Arecibo",-66.7,18.45,-4,0
613,"PR","Arecibo",-66.73,18.46,-4,0
614,"PR","Arecibo",-66.67,18.43,-4,0
615,"PR","Arroyo",-66.06,17.97,-4,0
616,"PR","Bajadero",-66.68,18.43,-4,0
617,"PR","Barceloneta",-66.56,18.46,-4,0
618,"PR","Barranquitas",-66.31,18.19,-4,0
622,"PR","Boqueron",-67.17,18,-4,0
623,"PR","Cabo Rojo",-67.15,18.09,-4,0
624,"PR","Penuelas",-66.73,18.06,-4,0
625,"PR","Caguas",-66.04,18.23,-4,0
626,"PR","Caguas",-66.04,18.24,-4,0
627,"PR","Camuy",-66.86,18.44,-4,0
631,"PR","Castaner",-66.85,18.19,-4,0
633,"PR","Cayey",-66.18,18.19,-4,0
634,"PR","Cayey",-66.18,18.11,-4,0
635,"PR","Ceiba",-65.65,18.26,-4,0
636,"PR","Rosario",-67.04,18.11,-4,0
637,"PR","Sabana Grande",-66.95,18.07,-4,0
638,"PR","Ciales",-66.5,18.31,-4,0
639,"PR","Cidra",-66.16,18.18,-4,0
640,"PR","Coamo",-66.36,18.08,-4,0
641,"PR","Utuado",-66.71,18.27,-4,0
,,,,,,
643,"PR","Corozal",-66.32,18.34,-4,0
644,"PR","Coto Laurel",-66.55,18.05,-4,0
645,"PR","Culebra",-65.3,18.31,-4,0
646,"PR","Dorado",-66.28,18.44,-4,0
647,"PR","Ensenada",-66.94,17.96,-4,0
648,"PR","Fajardo",-65.66,18.33,-4,0
650,"PR","Florida",-66.57,18.36,-4,0
652,"PR","Garrochales",-66.61,18.46,-4,0
653,"PR","Guanica",-66.9,17.99,-4,0
654,"PR","Jobos",-66.12,17.98,-4,0
655,"PR","Olimpo",-66.12,17.98,-4,0
656,"PR","Guayanilla",-66.79,18.04,-4,0
658,"PR","Gurabo",-65.97,18.25,-4,0
659,"PR","Hatillo",-66.8,18.43,-4,0
660,"PR","Hormigueros",-67.12,18.14,-4,0
661,"PR","Humacao",-65.83,18.15,-4,0
662,"PR","Isabela",-67.02,18.48,-4,0
664,"PR","Jayuya",-66.59,18.21,-4,0
665,"PR","Ponce",-66.5,18.04,-4,0
666,"PR","Juncos",-65.92,18.23,-4,0
667,"PR","Lajas",-67.04,18.02,-4,0
669,"PR","Lares",-66.88,18.29,-4,0
670,"PR","Las Marias",-66.98,18.24,-4,0
671,"PR","Las Piedras",-65.87,18.18,-4,0
674,"PR","Manati",-66.49,18.43,-4,0
676,"PR","Moca",-67.08,18.38,-4,0
677,"PR","Rincon",-67.24,18.34,-4,0
678,"PR","Quebradillas",-66.93,18.44,-4,0
680,"PR","Mayaguez",-67.13,18.21,-4,0
681,"PR","Mayaguez",-67.51,18.22,-4,0
682,"PR","Mayaguez",-67.15,18.21,-4,0
683,"PR","San German",-67.05,18.09,-4,0
685,"PR","San Sebastian",-66.98,18.33,-4,0
687,"PR","Morovis",-66.42,18.32,-4,0
688,"PR","Sabana Hoyos",-66.61,18.4,-4,0
690,"PR","San Antonio",-67.1,18.5,-4,0
692,"PR","Vega Alta",-66.33,18.42,-4,0
693,"PR","Vega Baja",-66.39,18.44,-4,0
694,"PR","Vega Baja",-66.4,18.44,-4,0
698,"PR","Yauco",-66.86,18.07,-4,0
,,,,,,
703,"PR","Aguas Buenas",-66.13,18.25,-4,0
704,"PR","Aguirre",-66.22,17.97,-4,0
705,"PR","Aibonito",-66.27,18.13,-4,0
707,"PR","Maunabo",-65.91,18.01,-4,0
714,"PR","Arroyo",-66.06,17.99,-4,0
715,"PR","Mercedita",-66.56,18,-4,0
716,"PR","Ponce",-66.6,18,-4,0
717,"PR","Ponce",-66.61,18,-4,0
718,"PR","Naguabo",-65.74,18.22,-4,0
719,"PR","Naranjito",-66.25,18.29,-4,0
720,"PR","Orocovis",-66.42,18.22,-4,0
721,"PR","Palmer",-65.78,18.36,-4,0
723,"PR","Patillas",-66.01,18.02,-4,0
725,"PR","Caguas",-66.05,18.23,-4,0
726,"PR","Caguas",-66.06,18.21,-4,0
728,"PR","Ponce",-66.65,18.01,-4,0
729,"PR","Canovanas",-65.89,18.36,-4,0
730,"PR","Ponce",-66.62,18.02,-4,0
731,"PR","Ponce",-66.61,18.08,-4,0
732,"PR","Ponce",-66.61,18.02,-4,0
733,"PR","Ponce",-66.62,18.02,-4,0
734,"PR","Ponce",-66.64,18,-4,0
735,"PR","Ceiba",-65.66,18.26,-4,0
736,"PR","Cayey",-66.15,18.11,-4,0
737,"PR","Cayey",-66.14,18.1,-4,0
738,"PR","Fajardo",-65.66,18.32,-4,0
739,"PR","Cidra",-66.16,18.17,-4,0
740,"PR","Puerto Real",-65.63,18.33,-4,0
741,"PR","Punta Santiago",-65.76,18.16,-4,0
742,"PR","Roosevelt Roads",-65.59,18.26,-4,0
744,"PR","Rio Blanco",-65.74,18.21,-4,0
745,"PR","Rio Grande",-65.82,18.37,-4,0
747,"PR","Lluveras",-66.95,18.07,-4,0
748,"PR","Fajardo",-65.65,18.33,-4,0
751,"PR","Salinas",-66.27,17.99,-4,0
752,"PR","San Antonio",-67.1,18.49,-4,0
754,"PR","San Lorenzo",-65.97,18.16,-4,0
757,"PR","Santa Isabel",-66.39,17.99,-4,0
761,"PR","Utuado",-66.7,18.27,-4,0
762,"PR","Vega Alta",-66.32,18.42,-4,0
763,"PR","Monserrate",-66.4,18.45,-4,0
764,"PR","Vega Baja",-66.4,18.45,-4,0
765,"PR","Vieques",-65.46,18.13,-4,0
766,"PR","Villalba",-66.48,18.13,-4,0
767,"PR","Yabucoa",-65.9,18.07,-4,0
768,"PR","Yauco",-66.86,18.03,-4,0
769,"PR","Coamo",-66.36,18.09,-4,0
771,"PR","Las Piedras",-65.87,18.19,-4,0
772,"PR","Loiza",-65.88,18.43,-4,0
773,"PR","Luquillo",-65.72,18.36,-4,0
775,"PR","Culebra",-65.29,18.31,-4,0
777,"PR","Juncos",-65.91,18.22,-4,0
778,"PR","Gurabo",-65.98,18.26,-4,0
780,"PR","Coto Laurel",-66.56,18.07,-4,0
782,"PR","Comerio",-66.23,18.22,-4,0
783,"PR","Corozal",-66.32,18.3,-4,0
784,"PR","Guayama",-66.13,17.98,-4,0
785,"PR","Guayama",-66.8,18.02,-4,0
786,"PR","La Plata",-66.27,18.13,-4,0
791,"PR","Humacao",-65.82,18.15,-4,0
792,"PR","Humacao",-65.79,18.14,-4,0
794,"PR","Barranquitas",-66.31,18.2,-4,0
795,"PR","Juana Diaz",-66.5,18.04,-4,0
801,"VI","St Thomas",-64.96,18.32,-4,0
802,"VI","St Thomas",-64.96,18.32,-4,0
803,"VI","St Thomas",-64.96,18.32,-4,0
804,"VI","St Thomas",-64.96,18.32,-4,0
805,"VI","St Thomas",-64.96,18.32,-4,0
820,"VI","Christiansted",-64.73,17.73,-4,0
821,"VI","Christiansted",-64.73,17.73,-4,0
822,"VI","Christiansted",-64.73,17.73,-4,0
823,"VI","Christiansted",-64.73,17.73,-4,0
824,"VI","Christiansted",-64.73,17.73,-4,0
830,"VI","St John",-64.74,18.33,-4,0
831,"VI","St John",-64.74,18.33,-4,0
840,"VI","Frederiksted",-64.73,17.73,-4,0
841,"VI","Frederiksted",-64.73,17.73,-4,0
850,"VI","Kingshill",-64.73,17.73,-4,0
851,"VI","Kingshill",-64.73,17.73,-4,0
901,"PR","San Juan",-66.11,18.47,-4,0
902,"PR","San Juan",-66.06,18.41,-4,0
906,"PR","San Juan",-66.1,18.46,-4,0
907,"PR","San Juan",-66.08,18.45,-4,0
908,"PR","San Juan",-66.06,18.41,-4,0
909,"PR","San Juan",-66.07,18.44,-4,0
910,"PR","San Juan",-66.06,18.41,-4,0
911,"PR","San Juan",-66.06,18.45,-4,0
912,"PR","San Juan",-66.06,18.45,-4,0
913,"PR","San Juan",-66.04,18.45,-4,0
914,"PR","San Juan",-66.06,18.41,-4,0
915,"PR","San Juan",-66.05,18.44,-4,0
916,"PR","San Juan",-66.06,18.41,-4,0
917,"PR","San Juan",-66.05,18.42,-4,0
918,"PR","San Juan",-66.06,18.42,-4,0
919,"PR","San Juan",-66.06,18.41,-4,0
920,"PR","San Juan",-66.09,18.41,-4,0
921,"PR","San Juan",-66.09,18.39,-4,0
922,"PR","San Juan",-66.06,18.41,-4,0
923,"PR","San Juan",-66.04,18.41,-4,0
924,"PR","San Juan",-66.01,18.4,-4,0
925,"PR","San Juan",-66.05,18.4,-4,0
926,"PR","San Juan",-66.06,18.36,-4,0
927,"PR","San Juan",-66.07,18.39,-4,0
928,"PR","San Juan",-66.06,18.41,-4,0
929,"PR","San Juan",-66.06,18.41,-4,0
930,"PR","San Juan",-66.06,18.41,-4,0
931,"PR","San Juan",-66.06,18.41,-4,0
933,"PR","San Juan",-66.06,18.41,-4,0
934,"PR","Fort Buchanan",-66.12,18.41,-4,0
935,"PR","San Juan",-66.06,18.41,-4,0
936,"PR","San Juan",-66.06,18.41,-4,0
937,"PR","San Juan",-66.06,18.41,-4,0
938,"PR","San Juan",-66.06,18.41,-4,0
939,"PR","San Juan",-66.06,18.41,-4,0
940,"PR","San Juan",-66.06,18.41,-4,0
949,"PR","Toa Baja",-66.2,18.43,-4,0
950,"PR","Toa Baja",-66.2,18.46,-4,0
951,"PR","Toa Baja",-66.2,18.46,-4,0
952,"PR","Sabana Seca",-66.18,18.43,-4,0
953,"PR","Toa Alta",-66.23,18.37,-4,0
954,"PR","Toa Alta",-66.26,18.36,-4,0
955,"PR","San Juan",-66.06,18.41,-4,0
956,"PR","Bayamon",-66.17,18.34,-4,0
957,"PR","Bayamon",-66.19,18.37,-4,0
958,"PR","Bayamon",-66.17,18.34,-4,0
959,"PR","Bayamon",-66.16,18.39,-4,0
960,"PR","Bayamon",-66.17,18.34,-4,0
961,"PR","Bayamon",-66.16,18.41,-4,0
962,"PR","Catano",-66.14,18.44,-4,0
963,"PR","Catano",-66.14,18.44,-4,0
965,"PR","Guaynabo",-66.12,18.43,-4,0
966,"PR","Guaynabo",-66.12,18.4,-4,0
968,"PR","Guaynabo",-66.1,18.41,-4,0
969,"PR","Guaynabo",-66.11,18.37,-4,0
970,"PR","Guaynabo",-66.11,18.36,-4,0
971,"PR","Guaynabo",-66.12,18.33,-4,0
975,"PR","San Juan",-66.06,18.41,-4,0
976,"PR","Trujillo Alto",-66.01,18.35,-4,0
977,"PR","Trujillo Alto",-65.99,18.34,-4,0
978,"PR","St Just",-65.99,18.34,-4,0
979,"PR","Carolina",-66.01,18.43,-4,0
981,"PR","Carolina",-66.06,18.41,-4,0
982,"PR","Carolina",-65.99,18.41,-4,0
983,"PR","Carolina",-65.98,18.41,-4,0
984,"PR","Carolina",-65.97,18.39,-4,0
985,"PR","Carolina",-65.95,18.37,-4,0
986,"PR","Carolina",-65.97,18.39,-4,0
987,"PR","Carolina",-65.96,18.37,-4,0
988,"PR","Carolina",-65.97,18.39,-4,0
1001,"MA","Agawam",-72.62,42.07,-5,1
1002,"MA","Amherst",-72.5,42.38,-5,1
1003,"MA","Amherst",-72.64,42.37,-5,1
1004,"MA","Amherst",-72.51,42.38,-5,1
1005,"MA","Barre",-72.1,42.41,-5,1
1007,"MA","Belchertown",-72.41,42.28,-5,1
1008,"MA","Blandford",-72.95,42.17,-5,1
1009,"MA","Bondsville",-72.34,42.21,-5,1
1010,"MA","Brimfield",-72.21,42.13,-5,1
1011,"MA","Chester",-73.02,42.27,-5,1
1012,"MA","Chesterfield",-72.84,42.39,-5,1
1013,"MA","Chicopee",-72.6,42.16,-5,1
1014,"MA","Chicopee",-72.6,42.17,-5,1
1020,"MA","Chicopee",-72.57,42.18,-5,1
1021,"MA","Chicopee",-72.6,42.17,-5,1
1022,"MA","Chicopee",-72.56,42.2,-5,1
1026,"MA","Cummington",-72.92,42.47,-5,1
1027,"MA","Easthampton",-72.69,42.27,-5,1
1028,"MA","East Longmeadow",-72.51,42.07,-5,1
1029,"MA","East Otis",-73.04,42.18,-5,1
1030,"MA","Feeding Hills",-72.67,42.07,-5,1
1031,"MA","Gilbertville",-72.19,42.33,-5,1
1032,"MA","Goshen",-72.82,42.46,-5,1
1033,"MA","Granby",-72.52,42.25,-5,1
1034,"MA","Granville",-72.94,42.09,-5,1
1035,"MA","Hadley",-72.57,42.36,-5,1
1036,"MA","Hampden",-72.42,42.06,-5,1
1037,"MA","Hardwick",-72.2,42.37,-5,1
1038,"MA","Hatfield",-72.61,42.38,-5,1
1039,"MA","Haydenville",-72.69,42.38,-5,1
1040,"MA","Holyoke",-72.62,42.2,-5,1
1041,"MA","Holyoke",-72.6,42.17,-5,1
1050,"MA","Huntington",-72.88,42.29,-5,1
1053,"MA","Leeds",-72.7,42.35,-5,1
1054,"MA","Leverett",-72.5,42.48,-5,1
1056,"MA","Ludlow",-72.47,42.17,-5,1
1057,"MA","Monson",-72.32,42.09,-5,1
1059,"MA","North Amherst",-72.64,42.37,-5,1
1060,"MA","Northampton",-72.64,42.32,-5,1
1061,"MA","Northampton",-72.64,42.37,-5,1
1062,"MA","Florence",-72.68,42.32,-5,1
1063,"MA","Northampton",-72.64,42.32,-5,1
1066,"MA","North Hatfield",-72.63,42.41,-5,1
1068,"MA","Oakham",-72.04,42.35,-5,1
1069,"MA","Palmer",-72.33,42.18,-5,1
1070,"MA","Plainfield",-72.92,42.52,-5,1
1071,"MA","Russell",-72.85,42.17,-5,1
1072,"MA","Shutesbury",-72.42,42.49,-5,1
1073,"MA","Southampton",-72.73,42.22,-5,1
1074,"MA","South Barre",-72.15,42.38,-5,1
1075,"MA","South Hadley",-72.58,42.23,-5,1
1077,"MA","Southwick",-72.77,42.05,-5,1
1079,"MA","Thorndike",-72.33,42.19,-5,1
1080,"MA","Three Rivers",-72.37,42.18,-5,1
1081,"MA","Wales",-72.23,42.06,-5,1
1082,"MA","Ware",-72.26,42.27,-5,1
1083,"MA","Warren",-72.2,42.2,-5,1
1084,"MA","West Chesterfield",-72.89,42.38,-5,1
1085,"MA","Westfield",-72.75,42.13,-5,1
1086,"MA","Westfield",-72.85,42.17,-5,1
1088,"MA","West Hatfield",-72.63,42.39,-5,1
1089,"MA","West Springfield",-72.64,42.11,-5,1
1090,"MA","West Springfield",-72.6,42.17,-5,1
1092,"MA","West Warren",-72.24,42.21,-5,1
1093,"MA","Whately",-72.65,42.44,-5,1
1094,"MA","Wheelwright",-72.14,42.36,-5,1
1095,"MA","Wilbraham",-72.44,42.13,-5,1
1096,"MA","Williamsburg",-72.78,42.42,-5,1
1097,"MA","Woronoco",-72.85,42.16,-5,1
1098,"MA","Worthington",-72.94,42.4,-5,1
1101,"MA","Springfield",-72.6,42.17,-5,1
1102,"MA","Springfield",-72.6,42.17,-5,1
1103,"MA","Springfield",-72.59,42.1,-5,1
1104,"MA","Springfield",-72.57,42.13,-5,1
1105,"MA","Springfield",-72.58,42.1,-5,1
1106,"MA","Longmeadow",-72.57,42.05,-5,1
1107,"MA","Springfield",-72.61,42.12,-5,1
1108,"MA","Springfield",-72.56,42.08,-5,1
1109,"MA","Springfield",-72.55,42.12,-5,1
1111,"MA","Springfield",-72.6,42.17,-5,1
1114,"MA","Springfield",-72.6,42.17,-5,1
1115,"MA","Springfield",-72.59,42.1,-5,1
1116,"MA","Longmeadow",-72.6,42.17,-5,1
1118,"MA","Springfield",-72.53,42.09,-5,1
1119,"MA","Springfield",-72.51,42.13,-5,1
1128,"MA","Springfield",-72.49,42.1,-5,1
1129,"MA","Springfield",-72.49,42.12,-5,1
1133,"MA","Springfield",-72.6,42.17,-5,1
1138,"MA","Springfield",-72.6,42.17,-5,1
1139,"MA","Springfield",-72.6,42.17,-5,1
1144,"MA","Springfield",-72.59,42.1,-5,1
1151,"MA","Indian Orchard",-72.51,42.15,-5,1
1152,"MA","Springfield",-72.6,42.17,-5,1
1199,"MA","Springfield",-72.6,42.12,-5,1
1201,"MA","Pittsfield",-73.25,42.45,-5,1
1202,"MA","Pittsfield",-73.23,42.39,-5,1
1203,"MA","Pittsfield",-73.23,42.39,-5,1
1220,"MA","Adams",-73.12,42.62,-5,1
1222,"MA","Ashley Falls",-73.32,42.06,-5,1
1223,"MA","Becket",-73.09,42.31,-5,1
1224,"MA","Berkshire",-73.23,42.39,-5,1
1225,"MA","Cheshire",-73.17,42.55,-5,1
1226,"MA","Dalton",-73.12,42.48,-5,1
1227,"MA","Dalton",-73.09,42.52,-5,1
1229,"MA","Glendale",-73.34,42.28,-5,1
1230,"MA","Great Barrington",-73.35,42.19,-5,1
1231,"MA","Sheffield",-73.3,42.15,-5,1
1235,"MA","Hinsdale",-73.09,42.43,-5,1
1236,"MA","Housatonic",-73.36,42.27,-5,1
1237,"MA","Lanesboro",-73.24,42.56,-5,1
1238,"MA","Lee",-73.23,42.3,-5,1
1240,"MA","Lenox",-73.28,42.36,-5,1
1242,"MA","Lenox Dale",-73.25,42.34,-5,1
1243,"MA","Middlefield",-73.01,42.36,-5,1
1244,"MA","Mill River",-73.2,42.14,-5,1
1245,"MA","Monterey",-73.21,42.18,-5,1
1247,"MA","North Adams",-73.1,42.7,-5,1
1252,"MA","North Egremont",-73.45,42.2,-5,1
1253,"MA","Otis",-73.1,42.2,-5,1
1254,"MA","Richmond",-73.36,42.37,-5,1
1255,"MA","Sandisfield",-73.12,42.09,-5,1
1256,"MA","Savoy",-73.01,42.59,-5,1
1257,"MA","Sheffield",-73.37,42.1,-5,1
1258,"MA","South Egremont",-73.46,42.1,-5,1
1259,"MA","Southfield",-73.25,42.06,-5,1
1260,"MA","South Lee",-73.31,42.29,-5,1
1262,"MA","Stockbridge",-73.31,42.28,-5,1
1263,"MA","Stockbridge",-73.23,42.39,-5,1
1264,"MA","Tyringham",-73.2,42.22,-5,1
1266,"MA","West Stockbridge",-73.36,42.33,-5,1
1267,"MA","Williamstown",-73.22,42.69,-5,1
1270,"MA","Windsor",-73.12,42.44,-5,1
1301,"MA","Greenfield",-72.6,42.61,-5,1
1302,"MA","Greenfield",-72.62,42.52,-5,1
1330,"MA","Ashfield",-72.81,42.52,-5,1
1331,"MA","Athol",-72.21,42.58,-5,1
1337,"MA","Bernardston",-72.56,42.68,-5,1
1338,"MA","Buckland",-72.8,42.57,-5,1
1339,"MA","Charlemont",-72.88,42.63,-5,1
1340,"MA","Colrain",-72.73,42.67,-5,1
1341,"MA","Conway",-72.7,42.51,-5,1
1342,"MA","Deerfield",-72.61,42.54,-5,1
1343,"MA","Drury",-72.99,42.64,-5,1
1344,"MA","Erving",-72.41,42.61,-5,1
1346,"MA","Heath",-72.8,42.67,-5,1
1347,"MA","Lake Pleasant",-72.52,42.56,-5,1
1349,"MA","Turners Falls",-72.51,42.57,-5,1
1350,"MA","Monroe Bridge",-72.98,42.71,-5,1
1351,"MA","Montague",-72.53,42.53,-5,1
1354,"MA","Northfield",-72.62,42.52,-5,1
1355,"MA","New Salem",-72.33,42.49,-5,1
1360,"MA","Northfield",-72.46,42.68,-5,1
1364,"MA","Orange",-72.29,42.6,-5,1
1366,"MA","Petersham",-72.21,42.47,-5,1
1367,"MA","Rowe",-72.91,42.69,-5,1
1368,"MA","Royalston",-72.17,42.67,-5,1
1369,"MA","Shattuckville",-72.62,42.52,-5,1
1370,"MA","Shelburne Falls",-72.73,42.6,-5,1
1373,"MA","South Deerfield",-72.62,42.47,-5,1
1374,"MA","Charlemont",-72.8,42.64,-5,1
1375,"MA","Sunderland",-72.56,42.45,-5,1
1376,"MA","Turners Falls",-72.54,42.61,-5,1
1378,"MA","Warwick",-72.33,42.67,-5,1
1379,"MA","Wendell",-72.42,42.55,-5,1
1380,"MA","Wendell Depot",-72.36,42.59,-5,1
1393,"MA","Whately",-72.59,42.46,-5,1
1420,"MA","Fitchburg",-71.8,42.58,-5,1
1427,"MA","Westborough",-71.59,42.29,-5,1
1430,"MA","Ashburnham",-71.93,42.66,-5,1
1431,"MA","Ashby",-71.81,42.67,-5,1
1432,"MA","Ayer",-71.59,42.55,-5,1
1436,"MA","Baldwinville",-72.08,42.61,-5,1
1438,"MA","East Templeton",-72.03,42.56,-5,1
1440,"MA","Gardner",-71.99,42.58,-5,1
1441,"MA","Gardner",-71.9,42.36,-5,1
1450,"MA","Groton",-71.56,42.61,-5,1
1451,"MA","Harvard",-71.59,42.51,-5,1
1452,"MA","Hubbardston",-72,42.48,-5,1
1453,"MA","Leominster",-71.75,42.53,-5,1
1460,"MA","Littleton",-71.49,42.54,-5,1
1462,"MA","Lunenburg",-71.72,42.58,-5,1
1463,"MA","Pepperell",-71.59,42.67,-5,1
1464,"MA","Shirley",-71.65,42.56,-5,1
1467,"MA","Still River",-71.62,42.49,-5,1
1468,"MA","Templeton",-72.07,42.56,-5,1
1469,"MA","Townsend",-71.69,42.66,-5,1
1470,"MA","Groton",-71.46,42.45,-5,1
1471,"MA","Groton",-71.46,42.45,-5,1
1472,"MA","West Groton",-71.46,42.45,-5,1
1473,"MA","Westminster",-71.9,42.54,-5,1
1474,"MA","West Townsend",-71.75,42.67,-5,1
1475,"MA","Winchendon",-72.05,42.68,-5,1
1477,"MA","Winchendon Springs",-71.9,42.36,-5,1
1501,"MA","Auburn",-71.84,42.2,-5,1
1503,"MA","Berlin",-71.63,42.38,-5,1
1504,"MA","Blackstone",-71.53,42.03,-5,1
1505,"MA","Boylston",-71.73,42.34,-5,1
1506,"MA","Brookfield",-72.1,42.2,-5,1
1507,"MA","Charlton",-71.97,42.14,-5,1
1508,"MA","Charlton City",-72.08,42.11,-5,1
1509,"MA","Charlton Depot",-71.9,42.36,-5,1
1510,"MA","Clinton",-71.68,42.42,-5,1
1515,"MA","East Brookfield",-72.05,42.21,-5,1
1516,"MA","Douglas",-71.73,42.06,-5,1
1517,"MA","East Princeton",-71.9,42.36,-5,1
1518,"MA","Fiskdale",-72.12,42.13,-5,1
1519,"MA","Grafton",-71.69,42.2,-5,1
1520,"MA","Holden",-71.84,42.34,-5,1
1521,"MA","Holland",-72.16,42.05,-5,1
1522,"MA","Jefferson",-71.87,42.37,-5,1
1523,"MA","Lancaster",-71.68,42.47,-5,1
1524,"MA","Leicester",-71.92,42.24,-5,1
1525,"MA","Linwood",-71.9,42.36,-5,1
1526,"MA","Manchaug",-71.9,42.36,-5,1
1527,"MA","Millbury",-71.76,42.2,-5,1
1529,"MA","Millville",-71.58,42.04,-5,1
1531,"MA","New Braintree",-72.12,42.32,-5,1
1532,"MA","Northborough",-71.65,42.32,-5,1
1534,"MA","Northbridge",-71.64,42.14,-5,1
1535,"MA","North Brookfield",-72.08,42.27,-5,1
1536,"MA","North Grafton",-71.71,42.23,-5,1
1537,"MA","North Oxford",-71.89,42.17,-5,1
1538,"MA","North Uxbridge",-71.9,42.36,-5,1
1540,"MA","Oxford",-71.87,42.12,-5,1
1541,"MA","Princeton",-71.88,42.45,-5,1
1542,"MA","Rochdale",-71.91,42.19,-5,1
1543,"MA","Rutland",-71.96,42.38,-5,1
1545,"MA","Shrewsbury",-71.73,42.29,-5,1
1546,"MA","Shrewsbury",-71.9,42.36,-5,1
1550,"MA","Southbridge",-72.04,42.07,-5,1
1560,"MA","South Grafton",-71.69,42.18,-5,1
1561,"MA","South Lancaster",-71.69,42.44,-5,1
1562,"MA","Spencer",-71.99,42.25,-5,1
1564,"MA","Sterling",-71.77,42.44,-5,1
1566,"MA","Sturbridge",-72.09,42.1,-5,1
1568,"MA","Upton",-71.61,42.17,-5,1
1569,"MA","Uxbridge",-71.63,42.06,-5,1
1570,"MA","Webster",-71.86,42.05,-5,1
1571,"MA","Dudley",-71.92,42.05,-5,1
1580,"MA","Westborough",-71.9,42.36,-5,1
1581,"MA","Westborough",-71.61,42.27,-5,1
1582,"MA","Westborough",-71.9,42.36,-5,1
1583,"MA","West Boylston",-71.79,42.36,-5,1
1585,"MA","West Brookfield",-72.17,42.24,-5,1
1586,"MA","West Millbury",-71.9,42.36,-5,1
1588,"MA","Whitinsville",-71.67,42.11,-5,1
1590,"MA","Sutton",-71.75,42.13,-5,1
1601,"MA","Worcester",-71.88,42.27,-5,1
1602,"MA","Worcester",-71.84,42.27,-5,1
1603,"MA","Worcester",-71.84,42.24,-5,1
1604,"MA","Worcester",-71.77,42.26,-5,1
1605,"MA","Worcester",-71.79,42.29,-5,1
1606,"MA","Worcester",-71.8,42.31,-5,1
1607,"MA","Worcester",-71.8,42.23,-5,1
1608,"MA","Worcester",-71.8,42.26,-5,1
1609,"MA","Worcester",-71.81,42.27,-5,1
1610,"MA","Worcester",-71.81,42.25,-5,1
1611,"MA","Cherry Valley",-71.87,42.24,-5,1
1612,"MA","Paxton",-71.92,42.31,-5,1
1613,"MA","Worcester",-71.8,42.29,-5,1
1614,"MA","Worcester",-71.9,42.36,-5,1
1615,"MA","Worcester",-71.9,42.36,-5,1
1634,"MA","Tolland",-73,42.07,-5,1
1653,"MA","Worcester",-71.9,42.36,-5,1
1654,"MA","Worcester",-71.9,42.36,-5,1
1655,"MA","Worcester",-71.9,42.36,-5,1
1701,"MA","Framingham",-71.42,42.32,-5,1
1702,"MA","Framingham",-71.42,42.28,-5,1
1703,"MA","Framingham",-71.46,42.45,-5,1
1704,"MA","Framingham",-71.46,42.45,-5,1
1705,"MA","Framingham",-71.46,42.45,-5,1
1718,"MA","Village Of Nagog Woods",-71.43,42.52,-5,1
1719,"MA","Boxborough",-71.51,42.49,-5,1
1720,"MA","Acton",-71.44,42.48,-5,1
1721,"MA","Ashland",-71.46,42.26,-5,1
1730,"MA","Bedford",-71.28,42.5,-5,1
1731,"MA","Hanscom AFB",-71.28,42.46,-5,1
1740,"MA","Bolton",-71.61,42.44,-5,1
1741,"MA","Carlisle",-71.35,42.53,-5,1
1742,"MA","Concord",-71.37,42.46,-5,1
1745,"MA","Fayville",-71.5,42.3,-5,1
1746,"MA","Holliston",-71.44,42.2,-5,1
1747,"MA","Hopedale",-71.54,42.13,-5,1
1748,"MA","Hopkinton",-71.53,42.22,-5,1
1749,"MA","Hudson",-71.56,42.39,-5,1
1750,"MA","Natick",-71.38,42.27,-5,1
1752,"MA","Marlborough",-71.55,42.35,-5,1
1754,"MA","Maynard",-71.46,42.43,-5,1
1756,"MA","Mendon",-71.54,42.09,-5,1
1757,"MA","Milford",-71.52,42.15,-5,1
1760,"MA","Natick",-71.35,42.29,-5,1
1770,"MA","Sherborn",-71.37,42.23,-5,1
1772,"MA","Southborough",-71.53,42.3,-5,1
1773,"MA","Lincoln",-71.3,42.43,-5,1
1775,"MA","Stow",-71.51,42.42,-5,1
1776,"MA","Sudbury",-71.43,42.39,-5,1
1778,"MA","Wayland",-71.36,42.35,-5,1
1784,"MA","Woodville",-71.46,42.45,-5,1
1801,"MA","Woburn",-71.15,42.48,-5,1
1803,"MA","Burlington",-71.2,42.51,-5,1
1805,"MA","Burlington",-71.46,42.45,-5,1
1806,"MA","Woburn",-71.46,42.45,-5,1
